Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Outlet_Age,Item_Visibility_bins,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable
FDP12,9.8,0.045522854,35.0874,OUT017,352.874,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDT40,12.792854228644284,0.095331433,125.5678,OUT027,2543.356,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDV57,15.25,0.0,179.766,OUT018,3056.022,9,3,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDZ09,17.6,0.105472205,165.6868,OUT017,3111.9492,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDA07,7.55,0.030938774,121.0072,OUT035,2082.6224,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDV36,12.792854228644284,0.026174636,127.102,OUT027,3415.554,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDQ01,19.7,0.160671255,254.7014,OUT035,3570.0196,14,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDW46,13.0,0.070243155,65.7484,OUT013,391.4904,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDW19,12.792854228644284,0.038313981,109.957,OUT027,4504.137,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDY01,11.8,0.170548238,113.8834,OUT049,1382.2008,19,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDG60,20.35,0.060794097,233.6616,OUT049,2577.9776,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDL22,16.85,0.036446751,90.3488,OUT049,996.0368,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
DRK01,7.63,0.061188147,94.0436,OUT045,1134.5232,16,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDO12,15.75,0.054884821,195.3452,OUT013,1761.7068,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDX12,18.2,0.026064486,241.8196,OUT046,4097.3332,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDR28,13.85,0.025936747,164.921,OUT049,2609.936,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDH57,10.895,0.035949725,132.9284,OUT017,3295.71,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDC04,15.6,0.045168898,242.9854,OUT018,2175.1686,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCI06,11.3,0.04767798,181.466,OUT013,3775.086,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
NCY53,20.0,0.058812134,111.6544,OUT017,1565.9616,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDR22,19.35,0.018667601,112.9544,OUT017,2908.2144,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDM33,15.6,0.087646694,221.5798,OUT013,5509.495,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDO57,12.792854228644284,0.19033746,159.4578,OUT019,160.4578,33,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDO56,10.195,0.045165796,118.4808,OUT018,1640.5312,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDO58,12.792854228644284,0.039385518,164.8526,OUT027,2631.2416,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDQ45,9.5,0.010914988,183.8608,OUT035,2572.6512,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDO60,12.792854228644284,0.034203092,43.3086,OUT027,624.5204,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDI34,10.65,0.085268317,229.7668,OUT049,3916.2356,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDJ26,12.792854228644284,0.084354713,215.5218,OUT027,4915.6014,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDV08,7.35,0.028571132,40.8454,OUT013,587.2356,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRD60,15.7,0.037383778,179.7634,OUT018,1817.634,9,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
FDX20,12.792854228644284,0.042354152,227.272,OUT027,7017.532,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDG59,15.85,0.043410693,39.4164,OUT018,154.4656,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDN58,13.8,0.056872392,231.1984,OUT046,5097.3648,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDV48,9.195,0.051573903,79.8644,OUT013,785.644,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDA15,9.3,0.016113019,248.8092,OUT017,5976.2208,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDI19,15.1,0.052295514,242.9512,OUT013,4847.024,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDX19,19.1,0.097127867,234.4958,OUT018,1635.8706,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDO52,11.6,0.077284566,172.4106,OUT049,4277.765,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
NCO05,7.27,0.046653872,98.6384,OUT045,1970.768,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
NCP17,19.35,0.02775746,62.5168,OUT049,1534.0032,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDK56,9.695,0.0,186.7898,OUT010,561.2694,20,3,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
NCG43,20.2,0.0,94.1462,OUT046,832.9158,21,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
DRM59,12.792854228644284,0.003574698,154.6998,OUT027,3229.7958,33,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDA47,10.5,0.11733375,164.121,OUT017,2773.057,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDY20,12.5,0.081684728,92.3488,OUT013,1177.1344,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDZ22,12.792854228644284,0.079261744,81.825,OUT019,83.225,33,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDB52,17.75,0.030410273,256.0672,OUT013,2045.3376,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCS29,9.0,0.069938838,264.8884,OUT017,2914.8724,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
DRC12,17.85,0.037885683,190.4188,OUT049,952.094,19,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
DRF23,4.61,0.123151947,175.2396,OUT018,2093.2752,9,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
FDB56,8.75,0.074565098,186.8556,OUT013,7322.4684,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDQ47,7.155,0.169137707,35.2874,OUT017,388.1614,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDY39,12.792854228644284,0.0,182.0608,OUT027,7717.9536,33,3,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDY36,12.3,0.009429612,71.338,OUT045,1098.57,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCM17,7.93,0.071076672,44.9086,OUT013,802.9548,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
DRN35,8.01,0.070234306,34.9532,OUT035,539.298,14,2,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDK22,9.8,0.043663452,217.185,OUT010,432.77,20,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDI07,12.792854228644284,0.059110912,199.3426,OUT019,395.4852,33,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
DRK37,5.0,0.0,190.453,OUT010,379.506,20,3,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
NCP05,19.6,0.042324556,150.9024,OUT010,303.6048,20,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
NCD42,16.5,0.012657494,36.3506,OUT049,872.8638,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDW11,12.6,0.048857925,61.0194,OUT049,1052.6298,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDI14,14.1,0.090185027,140.2496,OUT017,2681.8424,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCY42,6.38,0.015186146,144.947,OUT049,3435.528,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDV26,20.25,0.0,194.2794,OUT049,4291.7468,19,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDX15,12.792854228644284,0.155541973,159.7578,OUT027,641.8312,33,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCG07,12.3,0.052502049,190.853,OUT046,4364.319,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDC44,15.6,0.172596885,114.8518,OUT046,2163.1842,21,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDC47,15.0,0.118868155,229.4694,OUT035,5937.6044,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCK53,11.6,0.037639672,98.4042,OUT049,1388.8588,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDY49,12.792854228644284,0.021031586,164.7184,OUT019,495.3552,33,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
NCM07,12.792854228644284,0.069968018,83.9908,OUT019,167.7816,33,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
FDR47,17.85,0.087963415,193.3794,OUT017,4291.7468,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDS59,14.8,0.043885147,108.757,OUT035,1867.569,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
DRK47,7.905,0.064163983,229.9694,OUT049,4567.388,19,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDZ27,12.792854228644284,0.0,51.235,OUT019,49.935,33,3,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDE36,12.792854228644284,0.0,165.5868,OUT027,5404.9644,33,3,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDM51,11.8,0.02592132,101.9674,OUT035,1731.7458,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDY48,14.0,0.023734872,103.2332,OUT046,1845.5976,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDA35,14.85,0.053921264,123.0072,OUT049,1960.1152,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
NCL31,7.39,0.120770963,143.447,OUT018,2290.352,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDC47,15.0,0.118791698,229.9694,OUT013,4339.0186,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDI26,12.792854228644284,0.034717799,179.4344,OUT027,6066.7696,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDQ16,19.7,0.041823046,108.0912,OUT045,1965.4416,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDK15,10.8,0.164724567,98.4042,OUT010,99.2042,20,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
NCO53,12.792854228644284,0.174336148,184.0608,OUT027,6431.628,33,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDG12,12.792854228644284,0.006295472,122.4098,OUT027,3735.8038,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDU28,12.792854228644284,0.093463546,189.1214,OUT027,2261.0568,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDI20,12.792854228644284,0.067520165,211.3586,OUT019,422.1172,33,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
DRN37,9.6,0.161182103,165.3158,OUT010,334.2316,20,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
FDD28,10.695,0.053296868,59.6904,OUT046,937.4464,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDP31,21.1,0.161474419,62.9168,OUT035,1086.5856,14,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
DRD27,12.792854228644284,0.041740624,98.3042,OUT019,198.4084,33,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
DRD25,6.135,0.079293753,111.286,OUT018,2263.72,9,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
FDD53,16.2,0.044472637,43.3454,OUT017,922.7988,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDQ24,15.7,0.073816097,253.4724,OUT045,2013.3792,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDY49,17.2,0.012080016,164.4184,OUT017,2641.8944,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
NCP18,12.15,0.02859825,150.4708,OUT046,2257.062,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDT07,12.792854228644284,0.076944658,257.133,OUT027,7433.657,33,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDG46,8.63,0.055084019,114.7518,OUT010,455.4072,20,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
FDH50,15.0,0.162093059,182.5266,OUT018,1290.9862,9,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDS40,12.792854228644284,0.024546148,34.619,OUT019,36.619,33,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDZ60,12.792854228644284,0.118783796,108.5596,OUT027,1725.7536,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDG38,8.975,0.052836076,86.6224,OUT045,1619.2256,16,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDG31,12.15,0.037889224,64.7826,OUT035,904.1564,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDS39,6.895,0.022587621,143.7812,OUT017,1994.7368,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDL22,12.792854228644284,0.036213953,92.5488,OUT027,2625.9152,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDQ20,8.325,0.029779207,39.3138,OUT035,974.7312,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
DRB24,8.785,0.020693619,153.1656,OUT017,1853.5872,11,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
DRI51,12.792854228644284,0.042037073,172.6764,OUT027,6183.9504,33,2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDJ60,19.35,0.062516602,163.9184,OUT035,3137.2496,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDB40,17.5,0.012620221,144.8102,OUT010,291.6204,20,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
FDO15,16.75,0.008615,72.4038,OUT017,739.038,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDI53,8.895,0.137618927,161.5236,OUT035,1772.3596,14,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDZ14,7.71,0.047588696,122.4756,OUT046,605.878,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
NCD54,12.792854228644284,0.050790917,142.7786,OUT019,144.4786,33,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
FDF28,15.7,0.037864721,124.1046,OUT046,1120.5414,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDD39,16.7,0.070551723,217.685,OUT017,2163.85,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCN54,20.35,0.021326471,76.1328,OUT046,772.328,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
NCO41,12.5,0.018955479,100.1384,OUT017,2167.8448,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDH45,15.1,0.105666833,41.6796,OUT046,495.3552,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
NCD55,14.0,0.040725405,43.4454,OUT010,41.9454,20,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
DRK35,8.365,0.072252888,39.6506,OUT017,834.9132,11,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDM25,10.695,0.061008889,177.5712,OUT017,2636.568,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
NCW30,5.21,0.011007815,259.5962,OUT035,2848.9582,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDU15,13.65,0.0,37.9532,OUT045,575.2512,16,3,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
DRN35,8.01,0.070247589,37.5532,OUT046,1366.2216,21,2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDN28,5.88,0.030294931,104.099,OUT049,412.796,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDA49,19.7,0.0650227,87.0198,OUT049,697.7584,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDE40,12.792854228644284,0.173587926,60.0194,OUT019,123.8388,33,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
FDD52,18.25,0.183579854,110.857,OUT049,1977.426,19,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDZ31,15.35,0.113678422,189.7504,OUT018,2492.7552,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDA13,12.792854228644284,0.078174543,39.9506,OUT027,721.0614,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDU08,10.3,0.027292686,101.2042,OUT013,396.8168,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDU15,13.65,0.026602089,35.1532,OUT046,790.9704,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDD45,8.615,0.116226984,95.9436,OUT035,2741.7644,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDY50,5.8,0.131221393,87.8172,OUT045,1070.6064,16,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDD08,8.3,0.035409328,36.2506,OUT049,834.9132,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCE30,16.0,0.0,210.4902,OUT045,3610.6334,16,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDB05,5.155,0.083327693,247.2776,OUT049,5944.2624,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDS09,8.895,0.08125293,49.8008,OUT045,1062.6168,16,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDZ07,15.1,0.0,63.7194,OUT018,1362.2268,9,3,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDS57,15.5,0.103422709,144.847,OUT035,1717.764,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDX28,6.325,0.125688044,100.9042,OUT018,2083.2882,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDN56,12.792854228644284,0.187443314,145.8786,OUT019,288.9572,33,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
FDX44,9.3,0.04295842,89.3172,OUT035,2051.9956,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCF19,12.792854228644284,0.034938717,49.0034,OUT027,826.2578,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
NCA17,20.6,0.045603215,149.2392,OUT018,4026.7584,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDY40,15.5,0.085834992,49.6692,OUT046,788.3072,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
NCX54,9.195,0.048050783,105.6622,OUT035,1693.7952,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDK28,5.695,0.065589906,258.2646,OUT046,5410.9566,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDI32,12.792854228644284,0.173529036,113.2834,OUT027,4376.9692,33,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDT11,5.94,0.029492018,188.0556,OUT018,938.778,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDO32,6.36,0.121225455,45.906,OUT017,1118.544,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
DRJ01,12.792854228644284,0.114475357,160.9236,OUT027,2255.7304,33,2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDW02,4.805,0.0,123.9704,OUT045,2253.0672,16,3,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
NCK30,14.85,0.060927824,254.8698,OUT013,4819.7262,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
NCM43,14.5,0.019459164,161.621,OUT013,2120.573,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDJ14,10.3,0.050070476,77.896,OUT046,1278.336,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDE59,12.15,0.06227604,37.9532,OUT035,1078.596,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDN10,11.5,0.046217345,120.3124,OUT045,474.0496,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCC18,19.1,0.177270016,174.0422,OUT046,1724.422,21,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDN34,12.792854228644284,0.080127283,168.7132,OUT019,338.2264,33,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
FDU12,15.5,0.076059648,265.1568,OUT018,2109.2544,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDR33,7.31,0.026788937,110.357,OUT046,3185.853,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDP33,18.7,0.089197963,257.3672,OUT013,2045.3376,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDT49,7.0,0.151279591,107.028,OUT013,2876.256,31,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDK02,12.5,0.112203445,121.144,OUT035,1438.128,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCM07,9.395,0.039961837,84.0908,OUT046,419.454,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDX38,10.5,0.048207017,45.9376,OUT046,575.2512,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDS56,5.785,0.064871045,262.1252,OUT010,786.9756,20,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
FDU26,16.7,0.042685217,120.7782,OUT049,1072.6038,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDR16,5.845,0.105181277,214.4218,OUT049,5343.045,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDA58,9.395,0.103751236,235.8932,OUT046,942.7728,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDI26,5.94,0.035028853,179.8344,OUT018,1249.0408,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDU36,6.15,0.046262201,97.8384,OUT035,2069.3064,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDG60,20.35,0.060688248,234.2616,OUT035,4687.232,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDH14,17.1,0.078347922,141.8838,OUT010,280.9676,20,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
FDQ37,12.792854228644284,0.088828418,192.2478,OUT027,7943.6598,33,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDW23,5.765,0.081944045,36.7164,OUT013,849.5608,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDM03,12.65,0.123726711,107.7938,OUT017,2251.0698,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDB58,10.5,0.013485235,140.0154,OUT013,3119.9388,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDR09,18.25,0.077659918,260.2962,OUT013,1035.9848,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDR48,11.65,0.0,149.8024,OUT018,1821.6288,9,3,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDZ52,19.2,0.100074524,110.2886,OUT046,778.3202,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
DRD60,15.7,0.037289996,182.7634,OUT049,3453.5046,19,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDJ14,10.3,0.050028809,80.096,OUT013,239.688,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
NCY29,13.65,0.077234113,56.893,OUT046,1188.453,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
NCP41,16.6,0.016197216,108.8596,OUT013,970.7364,31,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDK46,9.6,0.051571772,258.462,OUT045,4673.916,16,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDI48,11.85,0.055672032,50.5666,OUT013,922.7988,31,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDX48,12.792854228644284,0.066336811,154.1656,OUT019,617.8624,33,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
NCI29,8.6,0.032672263,141.2154,OUT049,709.077,19,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDL51,20.7,0.047491371,213.9876,OUT046,2143.876,21,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDU21,11.8,0.077154417,35.7558,OUT017,577.2486,11,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDA08,12.792854228644284,0.087692636,162.5526,OUT019,328.9052,33,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
FDK03,12.6,0.074221559,255.9356,OUT018,4832.3764,9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
DRH39,20.7,0.092834313,77.667,OUT049,2220.443,19,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
NCR18,15.85,0.020571083,41.6112,OUT018,255.6672,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
NCX42,6.36,0.005978595,163.6526,OUT046,1151.1682,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDR15,9.3,0.033489979,156.6314,OUT049,1241.0512,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDN60,12.792854228644284,0.166609517,157.6604,OUT019,316.9208,33,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDH24,20.7,0.021552357,157.0288,OUT017,2985.4472,11,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDY50,12.792854228644284,0.130321652,88.7172,OUT027,3301.0364,33,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDT26,18.85,0.068059156,120.344,OUT049,1797.66,19,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
NCC30,16.6,0.027573983,176.6344,OUT035,2676.516,14,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NCE43,12.5,0.103442268,170.8448,OUT046,4942.8992,21,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
DRK39,7.02,0.0,83.825,OUT017,1414.825,11,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDL16,12.85,0.168312678,45.906,OUT013,885.514,31,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDQ36,7.855,0.162205516,36.2848,OUT018,1155.8288,9,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
